binary_id,cwe_id,entry_cwe,entry_symbol
BIN_9419964,CWE-190,,entry_bad
BIN_9420387,CWE-078,,entry_bad
BIN_9420597,CWE-190,CWE-190,_ZN44CWE190_Integer_Overflow__int64_t_rand_add_439entry_badEv
BIN_9421954,CWE-761,,entry_bad
BIN_9421990,CWE-590,CWE-590,_ZN62CWE590_Free_Memory_Not_on_Heap__delete_array_int64_t_static_169entry_badEv
BIN_9422421,CWE-122,,entry_bad
BIN_9422669,CWE-122,CWE-122,_ZN53CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_rand_149entry_badEv
BIN_9423381,CWE-134,CWE-134,_ZN62CWE134_Uncontrolled_Format_String__char_environment_fprintf_339entry_badEv
BIN_9424979,CWE-426,,entry_bad
BIN_9425803,CWE-590,,entry_bad
BIN_9426318,CWE-195,,entry_bad
BIN_9426465,CWE-590,CWE-590,_ZN60CWE590_Free_Memory_Not_on_Heap__delete_array_class_alloca_099entry_badEv
BIN_9427055,CWE-036,CWE-036,_ZN61CWE36_Absolute_Path_Traversal__wchar_t_listen_socket_fopen_339entry_badEv
BIN_9427373,CWE-758,CWE-758,_ZN44CWE758_Undefined_Behavior__struct_new_use_059entry_badEv
BIN_9427615,CWE-121,,entry_bad
BIN_9427839,CWE-396,CWE-396,_ZN44CWE396_Catch_Generic_Exception__dotdotdot_189entry_badEv
BIN_9428370,CWE-546,,entry_bad
BIN_9428950,CWE-563,,entry_bad
BIN_9429610,CWE-023,CWE-023,_ZN55CWE23_Relative_Path_Traversal__char_console_ofstream_039entry_badEv
BIN_9429745,CWE-457,,entry_bad
BIN_9430159,CWE-546,,entry_bad
BIN_9430281,CWE-036,CWE-036,_ZN58CWE36_Absolute_Path_Traversal__char_listen_socket_fopen_149entry_badEv
BIN_9430411,CWE-023,CWE-023,_ZN64CWE23_Relative_Path_Traversal__wchar_t_listen_socket_ifstream_049entry_badEv
BIN_9431185,CWE-127,,entry_bad
BIN_9431207,CWE-121,,entry_bad
BIN_9431319,CWE-416,CWE-416,_ZN43CWE416_Use_After_Free__new_delete_struct_129entry_badEv
BIN_9431651,CWE-665,,entry_bad
BIN_9431832,CWE-563,CWE-563,_ZN47CWE563_Unused_Variable__unused_value_int64_t_439entry_badEv
BIN_9431905,CWE-762,CWE-762,_ZN69CWE762_Mismatched_Memory_Management_Routines__new_array_delete_int_089entry_badEv
BIN_9432009,CWE-563,,entry_bad
BIN_9432813,CWE-416,CWE-416,_ZN44CWE416_Use_After_Free__new_delete_wchar_t_079entry_badEv
BIN_9432869,CWE-789,,entry_bad
BIN_9433806,CWE-124,,entry_bad
BIN_9434123,CWE-190,,entry_bad
BIN_9435030,CWE-078,,entry_bad
BIN_9435411,CWE-590,CWE-590,_ZN60CWE590_Free_Memory_Not_on_Heap__delete_array_class_alloca_109entry_badEv
BIN_9435429,CWE-190,,entry_bad
BIN_9435434,CWE-197,,entry_bad
BIN_9435987,CWE-078,,entry_bad
BIN_9437587,CWE-762,CWE-762,_ZN65CWE762_Mismatched_Memory_Management_Routines__new_free_wchar_t_319entry_badEv
BIN_9438541,CWE-036,CWE-036,_ZN64CWE36_Absolute_Path_Traversal__wchar_t_listen_socket_ofstream_079entry_badEv
BIN_9438991,CWE-563,CWE-563,_ZN46CWE563_Unused_Variable__unused_value_struct_439entry_badEv
BIN_9439950,CWE-190,,entry_bad
BIN_9440255,CWE-590,,entry_bad
BIN_9440514,CWE-590,CWE-590,_ZN56CWE590_Free_Memory_Not_on_Heap__delete_int64_t_alloca_089entry_badEv
BIN_9441178,CWE-191,,entry_bad
BIN_9441589,CWE-400,,entry_bad
BIN_9442538,CWE-369,,entry_bad
BIN_9442748,CWE-122,,entry_bad
BIN_9443411,CWE-122,,entry_bad
BIN_9443789,CWE-190,,entry_bad
BIN_9443916,CWE-369,,entry_bad
BIN_9444457,CWE-127,,entry_bad
BIN_9444731,CWE-195,,entry_bad
BIN_9444766,CWE-762,CWE-762,_ZN74CWE762_Mismatched_Memory_Management_Routines__delete_array_class_calloc_219entry_badEv
BIN_9445796,CWE-762,CWE-762,_ZN70CWE762_Mismatched_Memory_Management_Routines__delete_wchar_t_calloc_449entry_badEv
BIN_9446242,CWE-023,CWE-023,_ZN55CWE23_Relative_Path_Traversal__wchar_t_console_fopen_119entry_badEv
BIN_9447577,CWE-036,CWE-036,_ZN61CWE36_Absolute_Path_Traversal__wchar_t_connect_socket_open_089entry_badEv
BIN_9448503,CWE-194,,entry_bad
BIN_9448763,CWE-023,CWE-023,_ZN58CWE23_Relative_Path_Traversal__char_connect_socket_open_039entry_badEv
BIN_9449133,CWE-665,,entry_bad
BIN_9449590,CWE-190,,entry_bad
BIN_9449940,CWE-401,,entry_bad
BIN_9450115,CWE-396,CWE-396,_ZN44CWE396_Catch_Generic_Exception__exception_099entry_badEv
BIN_9450257,CWE-190,,entry_bad
BIN_9450879,CWE-122,CWE-122,_ZN65CWE122_Heap_Based_Buffer_Overflow__cpp_CWE806_wchar_t_snprintf_019entry_badEv
BIN_9451015,CWE-191,,entry_bad
BIN_9452148,CWE-369,,entry_bad
BIN_9452559,CWE-590,,entry_bad
BIN_9452712,CWE-023,CWE-023,_ZN65CWE23_Relative_Path_Traversal__wchar_t_connect_socket_ofstream_329entry_badEv
BIN_9452756,CWE-758,CWE-758,_ZN53CWE758_Undefined_Behavior__wchar_t_pointer_new_use_169entry_badEv
BIN_9452863,CWE-124,CWE-124,_ZN42CWE124_Buffer_Underwrite__new_char_ncpy_089entry_badEv
BIN_9452901,CWE-121,,entry_bad
BIN_9453136,CWE-126,,entry_bad
BIN_9453803,CWE-127,,entry_bad
BIN_9454225,CWE-563,CWE-563,_ZN55CWE563_Unused_Variable__unused_init_variable_int64_t_339entry_badEv
BIN_9455155,CWE-036,CWE-036,_ZN51CWE36_Absolute_Path_Traversal__wchar_t_file_open_319entry_badEv
BIN_9456643,CWE-761,,entry_bad
BIN_9457131,CWE-666,,entry_bad
BIN_9457203,CWE-590,,entry_bad
BIN_9457609,CWE-606,,entry_bad
BIN_9458736,CWE-036,CWE-036,_ZN51CWE36_Absolute_Path_Traversal__wchar_t_file_open_339entry_badEv
BIN_9458976,CWE-252,,entry_bad
BIN_9459501,CWE-122,CWE-122,_ZN54CWE122_Heap_Based_Buffer_Overflow__cpp_src_char_cpy_189entry_badEv
BIN_9460176,CWE-758,,entry_bad
BIN_9461002,CWE-190,,entry_bad
BIN_9461461,CWE-121,CWE-121,_ZN67CWE121_Stack_Based_Buffer_Overflow__CWE805_wchar_t_alloca_memcpy_339entry_badEv
BIN_9461617,CWE-194,,entry_bad
BIN_9461898,CWE-036,CWE-036,_ZN56CWE36_Absolute_Path_Traversal__char_environment_fopen_049entry_badEv
BIN_9462595,CWE-134,,entry_bad
BIN_9463034,CWE-398,,entry_bad
BIN_9463700,CWE-427,,entry_bad
BIN_9464525,CWE-127,,entry_bad
BIN_9464587,CWE-762,CWE-762,_ZN76CWE762_Mismatched_Memory_Management_Routines__strdup_delete_array_wchar_t_089entry_badEv
BIN_9464718,CWE-122,,entry_bad
BIN_9464956,CWE-195,,entry_bad
BIN_9465018,CWE-398,,entry_bad
BIN_9465046,CWE-078,,entry_bad
BIN_9465247,CWE-590,CWE-590,_ZN54CWE590_Free_Memory_Not_on_Heap__delete_class_alloca_419entry_badEv
BIN_9465255,CWE-078,,entry_bad
BIN_9465906,CWE-122,CWE-122,_ZN56CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_loop_339entry_badEv
BIN_9466287,CWE-617,,entry_bad
BIN_9466630,CWE-036,CWE-036,_ZN62CWE36_Absolute_Path_Traversal__wchar_t_connect_socket_fopen_219entry_badEv
BIN_9466685,CWE-190,,entry_bad
BIN_9467099,CWE-036,CWE-036,_ZN57CWE36_Absolute_Path_Traversal__char_listen_socket_open_159entry_badEv
BIN_9467874,CWE-484,,entry_bad
BIN_9468264,CWE-762,CWE-762,_ZN68CWE762_Mismatched_Memory_Management_Routines__delete_class_calloc_429entry_badEv
BIN_9470104,CWE-121,,entry_bad
BIN_9470263,CWE-369,CWE-369,_ZN44CWE369_Divide_by_Zero__float_listenSocket_339entry_badEv
BIN_9470357,CWE-590,CWE-590,_ZN59CWE590_Free_Memory_Not_on_Heap__delete_int_placement_new_179entry_badEv
BIN_9470562,CWE-126,,entry_bad
BIN_9470610,CWE-194,,entry_bad
BIN_9471054,CWE-690,,entry_bad
BIN_9471075,CWE-122,,entry_bad
BIN_9471775,CWE-401,CWE-401,_ZN46CWE401_Memory_Leak__new_array_twointsStruct_149entry_badEv
BIN_9471919,CWE-126,,entry_bad
BIN_9472141,CWE-122,,entry_bad
BIN_9472459,CWE-078,,entry_bad
BIN_9473440,CWE-122,CWE-122,_ZN61CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_class_memcpy_329entry_badEv
BIN_9473901,CWE-122,,entry_bad
BIN_9473955,CWE-122,CWE-122,_ZN58CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_char_loop_189entry_badEv
BIN_9474111,CWE-197,,entry_bad
BIN_9474163,CWE-762,CWE-762,_ZN69CWE762_Mismatched_Memory_Management_Routines__new_array_delete_int_139entry_badEv
BIN_9474442,CWE-762,CWE-762,_ZN72CWE762_Mismatched_Memory_Management_Routines__delete_array_int_malloc_339entry_badEv
BIN_9474517,CWE-134,,entry_bad
BIN_9475209,CWE-122,CWE-122,_ZN58CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_char_ncpy_029entry_badEv
BIN_9476202,CWE-191,,entry_bad
BIN_9476321,CWE-122,CWE-122,_ZN61CWE122_Heap_Based_Buffer_Overflow__cpp_CWE193_wchar_t_loop_019entry_badEv
BIN_9476561,CWE-400,,entry_bad
BIN_9477106,CWE-134,,entry_bad
BIN_9477393,CWE-398,,entry_bad
BIN_9477828,CWE-194,,entry_bad
BIN_9478344,CWE-122,,entry_bad
BIN_9478955,CWE-762,CWE-762,_ZN68CWE762_Mismatched_Memory_Management_Routines__delete_long_realloc_319entry_badEv
BIN_9479051,CWE-685,,entry_bad
BIN_9479588,CWE-762,CWE-762,_ZN73CWE762_Mismatched_Memory_Management_Routines__new_delete_array_wchar_t_439entry_badEv
BIN_9479770,CWE-122,,entry_bad
BIN_9479949,CWE-127,,entry_bad
BIN_9480280,CWE-036,CWE-036,_ZN52CWE36_Absolute_Path_Traversal__wchar_t_file_fopen_189entry_badEv
BIN_9481446,CWE-134,,entry_bad
BIN_9481824,CWE-690,,entry_bad
BIN_9482069,CWE-680,,entry_bad
BIN_9482134,CWE-762,CWE-762,_ZN65CWE762_Mismatched_Memory_Management_Routines__new_free_int64_t_179entry_badEv
BIN_9482279,CWE-190,,entry_bad
BIN_9482746,CWE-762,CWE-762,_ZN70CWE762_Mismatched_Memory_Management_Routines__new_delete_array_long_439entry_badEv
BIN_9483092,CWE-121,,entry_bad
BIN_9483257,CWE-415,CWE-415,_ZN38CWE415_Double_Free__new_delete_long_419entry_badEv
BIN_9483543,CWE-253,,entry_bad
BIN_9483611,CWE-690,CWE-690,_ZN45CWE690_NULL_Deref_From_Return__char_malloc_439entry_badEv
BIN_9484736,CWE-761,CWE-761,_ZN69CWE761_Free_Pointer_Not_at_Start_of_Buffer__wchar_t_connect_socket_439entry_badEv
BIN_9484775,CWE-121,,entry_bad
BIN_9485252,CWE-124,,entry_bad
BIN_9485982,CWE-191,,entry_bad
BIN_9486633,CWE-401,CWE-401,_ZN47CWE401_Memory_Leak__new_struct_twoIntsStruct_069entry_badEv
BIN_9486898,CWE-390,,entry_bad
BIN_9487360,CWE-127,,entry_bad
BIN_9487398,CWE-789,,entry_bad
BIN_9487532,CWE-190,,entry_bad
BIN_9487564,CWE-122,CWE-122,_ZN63CWE122_Heap_Based_Buffer_Overflow__cpp_CWE806_wchar_t_memcpy_189entry_badEv
BIN_9488021,CWE-665,,entry_bad
BIN_9488286,CWE-190,,entry_bad
BIN_9488484,CWE-036,CWE-036,_ZN59CWE36_Absolute_Path_Traversal__char_environment_ifstream_089entry_badEv
BIN_9488571,CWE-121,,entry_bad
BIN_9488964,CWE-467,,entry_bad
BIN_9490320,CWE-606,,entry_bad
BIN_9490474,CWE-191,,entry_bad
BIN_9491126,CWE-476,,entry_bad
BIN_9492167,CWE-121,,entry_bad
BIN_9492416,CWE-190,,entry_bad
BIN_9492440,CWE-122,CWE-122,_ZN63CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_connect_socket_089entry_badEv
BIN_9492824,CWE-416,CWE-416,_ZN46CWE416_Use_After_Free__new_delete_array_int_049entry_badEv
BIN_9493189,CWE-023,CWE-023,_ZN48CWE23_Relative_Path_Traversal__char_file_open_169entry_badEv
BIN_9493870,CWE-762,CWE-762,_ZN76CWE762_Mismatched_Memory_Management_Routines__delete_array_wchar_t_calloc_179entry_badEv
BIN_9494144,CWE-122,CWE-122,_ZN57CWE122_Heap_Based_Buffer_Overflow__cpp_CWE193_char_cpy_139entry_badEv
BIN_9494446,CWE-762,CWE-762,_ZN71CWE762_Mismatched_Memory_Management_Routines__new_array_free_wchar_t_029entry_badEv
BIN_9494550,CWE-416,CWE-416,_ZN47CWE416_Use_After_Free__new_delete_array_char_029entry_badEv
BIN_9494785,CWE-121,,entry_bad
BIN_9495387,CWE-122,CWE-122,_ZN61CWE122_Heap_Based_Buffer_Overflow__cpp_CWE193_char_memmove_439entry_badEv
BIN_9495585,CWE-122,,entry_bad
BIN_9495897,CWE-400,,entry_bad
BIN_9495901,CWE-546,,entry_bad
BIN_9496233,CWE-476,,entry_bad
BIN_9496284,CWE-194,,entry_bad
BIN_9497140,CWE-457,CWE-457,_ZN76CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_169entry_badEv
BIN_9497163,CWE-036,CWE-036,_ZN57CWE36_Absolute_Path_Traversal__char_listen_socket_open_059entry_badEv
BIN_9499298,CWE-191,,entry_bad
BIN_9499786,CWE-680,CWE-680,_ZN65CWE680_Integer_Overflow_to_Buffer_Overflow__new_connect_socket_319entry_badEv
BIN_9499996,CWE-122,,entry_bad
BIN_9500371,CWE-078,,entry_bad
BIN_9502384,CWE-415,CWE-415,_ZN41CWE415_Double_Free__new_delete_int64_t_219entry_badEv
BIN_9502398,CWE-127,,entry_bad
BIN_9504121,CWE-122,,entry_bad
BIN_9505056,CWE-789,,entry_bad
BIN_9505245,CWE-121,,entry_bad
BIN_9505573,CWE-789,CWE-789,_ZN50CWE789_Uncontrolled_Mem_Alloc__new_wchar_t_rand_339entry_badEv
BIN_9505923,CWE-122,CWE-122,_ZN54CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_fgets_159entry_badEv
BIN_9506845,CWE-127,CWE-127,_ZN43CWE127_Buffer_Underread__new_char_memcpy_449entry_badEv
BIN_9508328,CWE-194,,entry_bad
BIN_9508651,CWE-401,CWE-401,_ZN34CWE401_Memory_Leak__new_wchar_t_149entry_badEv
BIN_9509345,CWE-121,,entry_bad
BIN_9511615,CWE-023,CWE-023,_ZN54CWE23_Relative_Path_Traversal__wchar_t_console_open_459entry_badEv
BIN_9511677,CWE-127,,entry_bad
BIN_9512065,CWE-416,CWE-416,_ZN44CWE416_Use_After_Free__new_delete_int64_t_049entry_badEv
BIN_9512198,CWE-415,CWE-415,_ZN46CWE415_Double_Free__new_delete_array_struct_059entry_badEv
BIN_9512408,CWE-590,CWE-590,_ZN55CWE590_Free_Memory_Not_on_Heap__delete_struct_alloca_179entry_badEv
BIN_9512542,CWE-681,,entry_bad
BIN_9512597,CWE-590,CWE-590,_ZN54CWE590_Free_Memory_Not_on_Heap__delete_long_declare_029entry_badEv
BIN_9513003,CWE-134,,entry_bad
BIN_9513138,CWE-078,,entry_bad
BIN_9513183,CWE-124,,entry_bad
BIN_9513434,CWE-122,,entry_bad
BIN_9513890,CWE-126,,entry_bad
BIN_9514086,CWE-427,,entry_bad
BIN_9514169,CWE-121,,entry_bad
BIN_9514372,CWE-690,,entry_bad
BIN_9514518,CWE-078,,entry_bad
BIN_9515653,CWE-124,,entry_bad
BIN_9516089,CWE-590,CWE-590,_ZN55CWE590_Free_Memory_Not_on_Heap__delete_struct_static_089entry_badEv
BIN_9516397,CWE-023,CWE-023,_ZN58CWE23_Relative_Path_Traversal__wchar_t_environment_open_059entry_badEv
BIN_9517292,CWE-190,,entry_bad
BIN_9517468,CWE-127,CWE-127,_ZN43CWE127_Buffer_Underread__new_char_memcpy_189entry_badEv
BIN_9518034,CWE-197,,entry_bad
BIN_9518120,CWE-134,,entry_bad
BIN_9518235,CWE-762,CWE-762,_ZN62CWE762_Mismatched_Memory_Management_Routines__new_free_long_429entry_badEv
BIN_9520146,CWE-023,CWE-023,_ZN62CWE23_Relative_Path_Traversal__wchar_t_environment_ifstream_159entry_badEv
BIN_9520483,CWE-758,,entry_bad
BIN_9520640,CWE-400,,entry_bad
BIN_9521172,CWE-457,,entry_bad
BIN_9521216,CWE-127,,entry_bad
BIN_9521222,CWE-590,,entry_bad
BIN_9522068,CWE-023,CWE-023,_ZN62CWE23_Relative_Path_Traversal__wchar_t_connect_socket_fopen_159entry_badEv
BIN_9522307,CWE-252,,entry_bad
BIN_9522712,CWE-078,CWE-078,_ZN49CWE78_OS_Command_Injection__char_console_popen_439entry_badEv
BIN_9522901,CWE-457,,entry_bad
BIN_9524755,CWE-369,,entry_bad
BIN_9524790,CWE-590,CWE-590,_ZN56CWE590_Free_Memory_Not_on_Heap__delete_struct_declare_459entry_badEv
BIN_9524931,CWE-121,,entry_bad
BIN_9524992,CWE-122,CWE-122,_ZN63CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_wchar_t_memcpy_329entry_badEv
BIN_9525985,CWE-122,,entry_bad
BIN_9526060,CWE-762,CWE-762,_ZN71CWE762_Mismatched_Memory_Management_Routines__delete_wchar_t_realloc_129entry_badEv
BIN_9526177,CWE-127,,entry_bad
BIN_9526258,CWE-400,,entry_bad
BIN_9527265,CWE-122,CWE-122,_ZN65CWE122_Heap_Based_Buffer_Overflow__cpp_CWE806_wchar_t_snprintf_349entry_badEv
BIN_9527396,CWE-126,,entry_bad
BIN_9528260,CWE-121,,entry_bad
BIN_9528289,CWE-369,,entry_bad
BIN_9528604,CWE-680,,entry_bad
BIN_9530277,CWE-190,,entry_bad
BIN_9530753,CWE-121,,entry_bad
BIN_9531146,CWE-404,,entry_bad
BIN_9531941,CWE-762,CWE-762,_ZN73CWE762_Mismatched_Memory_Management_Routines__delete_array_long_calloc_099entry_badEv
BIN_9533392,CWE-036,CWE-036,_ZN61CWE36_Absolute_Path_Traversal__wchar_t_connect_socket_open_419entry_badEv
BIN_9533932,CWE-078,,entry_bad
BIN_9534087,CWE-415,,entry_bad
BIN_9534805,CWE-427,,entry_bad
BIN_9534959,CWE-126,,entry_bad
BIN_9534990,CWE-377,,entry_bad
BIN_9535099,CWE-367,,entry_bad
BIN_9535534,CWE-762,CWE-762,_ZN72CWE762_Mismatched_Memory_Management_Routines__delete_array_int_malloc_319entry_badEv
BIN_9535662,CWE-122,,entry_bad
BIN_9536691,CWE-134,,entry_bad
BIN_9537577,CWE-195,,entry_bad
BIN_9537713,CWE-122,,entry_bad
BIN_9537742,CWE-590,CWE-590,_ZN62CWE590_Free_Memory_Not_on_Heap__delete_array_struct_declare_109entry_badEv
BIN_9539024,CWE-122,,entry_bad
BIN_9539381,CWE-762,CWE-762,_ZN64CWE762_Mismatched_Memory_Management_Routines__new_free_struct_079entry_badEv
BIN_9539452,CWE-762,CWE-762,_ZN69CWE762_Mismatched_Memory_Management_Routines__new_array_free_class_039entry_badEv
BIN_9539610,CWE-762,CWE-762,_ZN70CWE762_Mismatched_Memory_Management_Routines__delete_int64_t_calloc_119entry_badEv
BIN_9539625,CWE-191,,entry_bad
BIN_9539698,CWE-476,,entry_bad
BIN_9539935,CWE-191,CWE-191,_ZN42CWE191_Integer_Underflow__char_rand_sub_339entry_badEv
BIN_9540153,CWE-590,CWE-590,_ZN61CWE590_Free_Memory_Not_on_Heap__delete_class_placement_new_079entry_badEv
BIN_9540571,CWE-401,CWE-401,_ZN46CWE401_Memory_Leak__new_array_twointsStruct_319entry_badEv
BIN_9540855,CWE-078,,entry_bad
BIN_9541994,CWE-476,,entry_bad
BIN_9543431,CWE-758,,entry_bad
BIN_9543668,CWE-122,,entry_bad
BIN_9543878,CWE-190,,entry_bad
BIN_9544635,CWE-665,,entry_bad
BIN_9545180,CWE-121,,entry_bad
BIN_9545364,CWE-134,,entry_bad
BIN_9546235,CWE-762,CWE-762,_ZN72CWE762_Mismatched_Memory_Management_Routines__new_delete_array_struct_109entry_badEv
BIN_9547316,CWE-761,,entry_bad
BIN_9547317,CWE-121,,entry_bad
BIN_9547465,CWE-126,,entry_bad
BIN_9547680,CWE-121,,entry_bad
BIN_9547809,CWE-122,CWE-122,_ZN65CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_wchar_t_snprintf_319entry_badEv
BIN_9548290,CWE-127,,entry_bad
BIN_9549203,CWE-195,,entry_bad
BIN_9550134,CWE-469,,entry_bad
BIN_9550218,CWE-690,,entry_bad
BIN_9550268,CWE-036,CWE-036,_ZN55CWE36_Absolute_Path_Traversal__char_console_ofstream_329entry_badEv
BIN_9550438,CWE-369,,entry_bad
BIN_9550483,CWE-127,,entry_bad
BIN_9550965,CWE-762,CWE-762,_ZN68CWE762_Mismatched_Memory_Management_Routines__delete_class_calloc_029entry_badEv
BIN_9551238,CWE-126,,entry_bad
BIN_9552186,CWE-762,CWE-762,_ZN68CWE762_Mismatched_Memory_Management_Routines__delete_class_calloc_339entry_badEv
BIN_9553015,CWE-377,,entry_bad
BIN_9553247,CWE-617,,entry_bad
BIN_9553553,CWE-190,,entry_bad
BIN_9554161,CWE-191,,entry_bad
BIN_9555062,CWE-681,,entry_bad
BIN_9555391,CWE-078,,entry_bad
BIN_9555431,CWE-194,,entry_bad
BIN_9555577,CWE-121,,entry_bad
BIN_9555799,CWE-401,CWE-401,_ZN34CWE401_Memory_Leak__new_int64_t_139entry_badEv
BIN_9557384,CWE-665,,entry_bad
BIN_9557648,CWE-191,,entry_bad
BIN_9558186,CWE-023,CWE-023,_ZN49CWE23_Relative_Path_Traversal__char_file_fopen_149entry_badEv
BIN_9558530,CWE-121,,entry_bad
BIN_9558542,CWE-122,CWE-122,_ZN61CWE122_Heap_Based_Buffer_Overflow__cpp_CWE193_char_memmove_429entry_badEv
BIN_9560401,CWE-190,,entry_bad
BIN_9563281,CWE-134,,entry_bad
BIN_9563309,CWE-478,,entry_bad
BIN_9563444,CWE-762,CWE-762,_ZN67CWE762_Mismatched_Memory_Management_Routines__delete_long_calloc_159entry_badEv
BIN_9564115,CWE-122,,entry_bad
BIN_9564253,CWE-122,,entry_bad
BIN_9564586,CWE-122,CWE-122,_ZN60CWE122_Heap_Based_Buffer_Overflow__cpp_CWE193_char_memcpy_349entry_badEv
BIN_9565187,CWE-121,,entry_bad
BIN_9565799,CWE-036,CWE-036,_ZN62CWE36_Absolute_Path_Traversal__wchar_t_connect_socket_fopen_079entry_badEv
BIN_9566462,CWE-401,,entry_bad
BIN_9566739,CWE-121,,entry_bad
BIN_9566985,CWE-416,CWE-416,_ZN50CWE416_Use_After_Free__new_delete_array_wchar_t_159entry_badEv
BIN_9567517,CWE-121,,entry_bad
BIN_9568782,CWE-590,CWE-590,_ZN56CWE590_Free_Memory_Not_on_Heap__delete_struct_declare_159entry_badEv
BIN_9569242,CWE-789,CWE-789,_ZN60CWE789_Uncontrolled_Mem_Alloc__new_wchar_t_connect_socket_439entry_badEv
BIN_9569724,CWE-122,,entry_bad
BIN_9570135,CWE-190,,entry_bad
BIN_9570731,CWE-617,,entry_bad
BIN_9570974,CWE-190,,entry_bad
BIN_9571509,CWE-762,CWE-762,_ZN74CWE762_Mismatched_Memory_Management_Routines__delete_array_class_calloc_459entry_badEv
BIN_9572109,CWE-121,,entry_bad
BIN_9572781,CWE-191,CWE-191,_ZN50CWE191_Integer_Underflow__short_fscanf_multiply_339entry_badEv
BIN_9573547,CWE-122,CWE-122,_ZN61CWE122_Heap_Based_Buffer_Overflow__cpp_CWE193_wchar_t_ncpy_129entry_badEv
BIN_9573983,CWE-194,CWE-194,_ZN48CWE194_Unexpected_Sign_Extension__rand_memcpy_439entry_badEv
BIN_9574138,CWE-023,CWE-023,_ZN49CWE23_Relative_Path_Traversal__char_file_fopen_179entry_badEv
BIN_9574671,CWE-126,,entry_bad
BIN_9575024,CWE-121,CWE-121,_ZN59CWE121_Stack_Based_Buffer_Overflow__src_char_declare_cpy_439entry_badEv
BIN_9575446,CWE-023,CWE-023,_ZN58CWE23_Relative_Path_Traversal__wchar_t_console_ifstream_029entry_badEv
BIN_9576775,CWE-126,,entry_bad
BIN_9576872,CWE-121,,entry_bad
BIN_9577984,CWE-121,,entry_bad
BIN_9578169,CWE-121,,entry_bad
BIN_9578510,CWE-457,,entry_bad
BIN_9579544,CWE-194,,entry_bad
BIN_9579892,CWE-789,CWE-789,_ZN56CWE789_Uncontrolled_Mem_Alloc__new_char_listen_socket_189entry_badEv
BIN_9581094,CWE-126,CWE-126,_ZN40CWE126_Buffer_Overread__new_char_loop_049entry_badEv
BIN_9581215,CWE-122,,entry_bad
BIN_9581481,CWE-023,CWE-023,_ZN64CWE23_Relative_Path_Traversal__wchar_t_listen_socket_ifstream_109entry_badEv
BIN_9581777,CWE-134,,entry_bad
BIN_9582713,CWE-126,,entry_bad
BIN_9582806,CWE-401,,entry_bad
BIN_9582834,CWE-390,,entry_bad
BIN_9585106,CWE-197,CWE-197,_ZN47CWE197_Numeric_Truncation_Error__short_large_439entry_badEv
BIN_9585252,CWE-023,CWE-023,_ZN55CWE23_Relative_Path_Traversal__wchar_t_file_ofstream_449entry_badEv
BIN_9585498,CWE-134,,entry_bad
BIN_9585557,CWE-191,,entry_bad
BIN_9585934,CWE-761,,entry_bad
BIN_9586093,CWE-127,CWE-127,_ZN44CWE127_Buffer_Underread__char_declare_cpy_339entry_badEv
BIN_9586475,CWE-190,,entry_bad
BIN_9586898,CWE-023,CWE-023,_ZN54CWE23_Relative_Path_Traversal__wchar_t_console_open_059entry_badEv
BIN_9586929,CWE-122,,entry_bad
BIN_9587164,CWE-126,,entry_bad
BIN_9587274,CWE-400,,entry_bad
BIN_9587500,CWE-127,,entry_bad
BIN_9588593,CWE-253,,entry_bad
BIN_9589258,CWE-590,,entry_bad
BIN_9589872,CWE-762,CWE-762,_ZN68CWE762_Mismatched_Memory_Management_Routines__new_array_free_long_319entry_badEv
BIN_9590135,CWE-122,,entry_bad
BIN_9591705,CWE-762,CWE-762,_ZN76CWE762_Mismatched_Memory_Management_Routines__delete_array_struct_realloc_429entry_badEv
BIN_9591730,CWE-121,,entry_bad
BIN_9591905,CWE-590,,entry_bad
BIN_9591914,CWE-124,,entry_bad
BIN_9592292,CWE-121,,entry_bad
BIN_9592531,CWE-369,,entry_bad
BIN_9592595,CWE-789,CWE-789,_ZN52CWE789_Uncontrolled_Mem_Alloc__new_wchar_t_fscanf_459entry_badEv
BIN_9592818,CWE-191,CWE-191,_ZN47CWE191_Integer_Underflow__int_fgets_multiply_339entry_badEv
BIN_9593247,CWE-190,,entry_bad
BIN_9593634,CWE-124,,entry_bad
BIN_9594851,CWE-122,,entry_bad
BIN_9596021,CWE-078,,entry_bad
BIN_9596318,CWE-134,,entry_bad
BIN_9596405,CWE-126,,entry_bad
BIN_9596694,CWE-789,CWE-789,_ZN57CWE789_Uncontrolled_Mem_Alloc__new_char_connect_socket_109entry_badEv
BIN_9598542,CWE-122,CWE-122,_ZN51CWE122_Heap_Based_Buffer_Overflow__placement_new_149entry_badEv
BIN_9598956,CWE-121,CWE-121,_ZN60CWE121_Stack_Based_Buffer_Overflow__placement_new_declare_079entry_badEv
